date,hour_of_day,avg(average_speed)
2022-04-30,11,13.07531401040393
2022-04-30,12,12.497576611983737
2022-04-30,13,12.25198853332469
2022-04-30,14,11.74712835556459
2022-04-30,15,11.388437399725648
2022-04-30,16,11.132603496569825
2022-04-30,17,11.169749379578992
2022-04-30,18,11.49607919868132
2022-04-30,19,12.09332772780632
2022-04-30,20,12.554725213148105
2022-04-30,21,13.270105493118248
2022-04-30,22,13.645633349228516
2022-04-30,23,14.034112951141138
2022-05-01,0,14.987192084170681
2022-05-01,1,15.784938412453773
2022-05-01,2,16.64032528638903
2022-05-01,3,18.135734642408355
2022-05-01,4,20.28517162360621
2022-05-01,5,22.196133484465708
2022-05-01,6,22.86022323404601
2022-05-01,7,21.110477079446113
2022-05-01,8,19.333970125335544
2022-05-01,9,17.01703119639526
2022-05-01,10,15.070337015532917
2022-05-01,11,14.031151927481284
2022-05-01,12,13.391377631546527
2022-05-01,13,13.109783794583677
2022-05-01,14,13.13926411396034
2022-05-01,15,13.043537821094214
2022-05-01,16,13.295140871875423
2022-05-01,17,13.704653466848535
2022-05-01,18,14.085789284075682
2022-05-01,19,14.89377951833911
2022-05-01,20,15.020006355106903
2022-05-01,21,15.468684152621314
2022-05-01,22,16.00549394337148
2022-05-01,23,17.57304536492177
2022-05-02,0,18.651231720512286
2022-05-02,1,18.05391324108404
2022-05-02,2,18.523761382877012
2022-05-02,3,21.34121266155856
2022-05-02,4,24.37536893586667
2022-05-02,5,21.72878474150317
2022-05-02,6,17.068856991570797
2022-05-02,7,14.401954600197723
2022-05-02,8,13.663628247964994
2022-05-02,9,13.633391190473532
2022-05-02,10,13.90721126564368
2022-05-02,11,13.099101986595688
2022-05-02,12,12.767777274919897
2022-05-02,13,12.979159032482588
2022-05-02,14,12.373606425749026
2022-05-02,15,12.991167329870569
2022-05-02,16,12.564121738744223
2022-05-02,17,13.155167561292094
2022-05-02,18,14.645227150883905
2022-05-02,19,14.993151887964375
2022-05-02,20,15.702092766363522
2022-05-02,21,16.28152356579763
2022-05-02,22,17.125579294628544
2022-05-02,23,17.74500742850156
2022-05-03,0,18.70305306339088
2022-05-03,1,18.20113482236557
2022-05-03,2,18.250665475415104
2022-05-03,3,20.565776335374498
2022-05-03,4,24.326609730959472
2022-05-03,5,21.514104492074182
2022-05-03,6,16.736396412276488
2022-05-03,7,12.589914646667841
2022-05-03,8,11.58031310855997
2022-05-03,9,12.109314741008165
2022-05-03,10,12.353278595856859
2022-05-03,11,12.484878560514142
2022-05-03,12,12.658992499457808
2022-05-03,13,12.640408431389247
2022-05-03,14,11.74342838759054
2022-05-03,15,11.088021412980483
2022-05-03,16,10.86989029433754
2022-05-03,17,10.962974216128359
2022-05-03,18,11.901150954085564
2022-05-03,19,13.427936625817356
2022-05-03,20,14.297898759321837
2022-05-03,21,15.2010030429009
2022-05-03,22,15.883405682879634
2022-05-03,23,16.448780312490374
2022-05-04,0,17.099981323779964
2022-05-04,1,17.239858593226842
2022-05-04,2,18.266489378124447
2022-05-04,3,20.085264465048155
2022-05-04,4,23.44160266439941
2022-05-04,5,20.824700343954625
2022-05-04,6,16.043709687415205
2022-05-04,7,12.029994712738148
2022-05-04,8,10.936519543546842
2022-05-04,9,11.16995340983623
2022-05-04,10,11.742574108687837
2022-05-04,11,12.10798787844028
2022-05-04,12,12.440860986523518
2022-05-04,13,12.336431724605314
2022-05-04,14,11.416121489820592
2022-05-04,15,11.078301962398374
2022-05-04,16,11.12087241860641
2022-05-04,17,11.160040756907323
2022-05-04,18,12.047359839661889
2022-05-04,19,13.491253074072
2022-05-04,20,14.317198719348402
2022-05-04,21,15.167513930925795
2022-05-04,22,15.619080012337157
2022-05-04,23,15.8762372879209
2022-05-05,0,16.76350565945354
2022-05-05,1,16.715706054737602
2022-05-05,2,17.807588595889563
2022-05-05,3,20.02178290117768
2022-05-05,4,24.117881092120516
2022-05-05,5,21.961138212078644
2022-05-05,6,16.463890668705076
2022-05-05,7,12.375436719912145
2022-05-05,8,11.258182290229492
2022-05-05,9,11.87399045678533
2022-05-05,10,12.193176602714304
2022-05-05,11,12.087750565854588
2022-05-05,12,11.930078195400068
2022-05-05,13,11.890129245843747
2022-05-05,14,10.842404233180678
2022-05-05,15,10.188867991096359
2022-05-05,16,9.963485993824536
2022-05-05,17,10.236808291865335
2022-05-05,18,11.099756959881857
2022-05-05,19,12.181100183437364
2022-05-05,20,13.219506586470391
2022-05-05,21,14.165282282309143
2022-05-05,22,14.461459143347595
2022-05-05,23,15.290291219011355
2022-05-06,0,16.2535104660501
2022-05-06,1,16.732638791547686
2022-05-06,2,17.801472686775227
2022-05-06,3,19.418905519969982
2022-05-06,4,22.707877942236752
2022-05-06,5,21.4070092934337
2022-05-06,6,17.102661765770026
2022-05-06,7,12.632641249380269
2022-05-06,8,11.370962807306348
2022-05-06,9,11.930080892231375
2022-05-06,10,12.148686122317182
2022-05-06,11,11.758240617092635
2022-05-06,12,11.660701940389108
2022-05-06,13,11.353277244116827
2022-05-06,14,9.704377560104026
2022-05-06,15,8.989598283980612
2022-05-06,16,8.968306575985771
2022-05-06,17,9.378621010257909
2022-05-06,18,10.204404679945544
2022-05-06,19,10.955678700359956
2022-05-06,20,11.567811632166965
2022-05-06,21,12.675870298059106
2022-05-06,22,13.20749241098875
2022-05-06,23,13.863658107268089
2022-05-07,0,14.740512489054906
2022-05-07,1,15.11614555777973
2022-05-07,2,15.75644403627904
2022-05-07,3,16.964565874191912
2022-05-07,4,19.38108363000698
2022-05-07,5,21.590822638900672
2022-05-07,6,21.33607303289044
2022-05-07,7,18.63056602129459
2022-05-07,8,16.261193920611948
2022-05-07,9,14.697928700153053
2022-05-07,10,13.458223639361782
2022-05-07,11,12.07175661699005
2022-05-07,12,11.021863738570781
2022-05-07,13,10.885587529504622
2022-05-07,14,11.0712813478747
2022-05-07,15,11.463952961578025
2022-05-07,16,11.543155852886015
2022-05-07,17,11.569478766430192
2022-05-07,18,12.064020350117598
2022-05-07,19,12.160848504343917
2022-05-07,20,13.485492903476125
2022-05-07,21,13.743873679157705
2022-05-07,22,13.876339422702287
2022-05-07,23,14.32338938835251
2022-05-08,0,15.095604932005124
2022-05-08,1,15.790957864893077
2022-05-08,2,16.37704401297689
2022-05-08,3,17.7692378899856
2022-05-08,4,20.080022242566358
2022-05-08,5,22.097341765556443
2022-05-08,6,22.315161261110823
2022-05-08,7,20.972059320361357
2022-05-08,8,19.16090051162589
2022-05-08,9,17.456594878754462
2022-05-08,10,16.03001874742924
2022-05-08,11,14.812594689166314
2022-05-08,12,13.78548782711795
2022-05-08,13,13.417971222832477
2022-05-08,14,13.090624720048854
2022-05-08,15,12.940328901135022
2022-05-08,16,12.858731337451978
2022-05-08,17,12.965789879088321
2022-05-08,18,13.244688589068442
2022-05-08,19,14.098319217439839
2022-05-08,20,14.371820437823066
2022-05-08,21,15.41246254388603
2022-05-08,22,17.0711452774633
2022-05-08,23,17.384643701880293
2022-05-09,0,17.663883426954033
2022-05-09,1,17.39059977375118
2022-05-09,2,18.16583370094017
2022-05-09,3,20.870834072201518
2022-05-09,4,24.516118487972577
2022-05-09,5,22.560627037619827
2022-05-09,6,17.527086018011435
2022-05-09,7,13.238374072430636
2022-05-09,8,12.140062523890492
2022-05-09,9,12.55514684899412
2022-05-09,10,12.877306025354976
2022-05-09,11,12.942944539279555
2022-05-09,12,13.356364435326315
2022-05-09,13,12.67640232305367
2022-05-09,14,12.223887415489045
2022-05-09,15,11.383458200851528
2022-05-09,16,11.011698003152368
2022-05-09,17,11.271964302627515
2022-05-09,18,11.978674987666297
2022-05-09,19,13.937455492456968
2022-05-09,20,14.645335421154922
2022-05-09,21,15.551798346062357
2022-05-09,22,15.957479033309562
2022-05-09,23,16.529675579370927
2022-05-10,0,17.161951852009185
2022-05-10,1,17.69164292844942
2022-05-10,2,18.27423313171176
2022-05-10,3,19.981302863299824
2022-05-10,4,22.146923217043234
2022-05-10,5,20.931364663595154
2022-05-10,6,15.917586797827255
2022-05-10,7,11.81905456869519
2022-05-10,8,10.690702845015469
2022-05-10,9,11.43066499970168
2022-05-10,10,12.082788285358962
2022-05-10,11,12.213797200596767
2022-05-10,12,12.127691709071449
2022-05-10,13,12.096791479373211
2022-05-10,14,11.119719510113011
2022-05-10,15,10.507685337305663
2022-05-10,16,10.307955689439236
2022-05-10,17,10.707509757497006
2022-05-10,18,11.78084973088439
2022-05-10,19,13.582271125778716
2022-05-10,20,14.192900574741866
2022-05-10,21,15.031259043504884
2022-05-10,22,15.381062186346579
2022-05-10,23,16.15129068913672
2022-05-11,0,16.921760101288076
2022-05-11,1,17.277635714851225
2022-05-11,2,17.837399282695355
2022-05-11,3,19.99594151484578
2022-05-11,4,23.431458051761123
2022-05-11,5,21.840699600878455
2022-05-11,6,16.379077900726376
2022-05-11,7,12.31418736516031
2022-05-11,8,11.32336143255338
2022-05-11,9,12.004027417287295
2022-05-11,10,12.372079767542791
2022-05-11,11,12.220119581566887
2022-05-11,12,11.875052622279998
2022-05-11,13,11.949106293994049
2022-05-11,14,10.902965606203953
2022-05-11,15,10.422361036062286
2022-05-11,16,10.269243234198932
2022-05-11,17,10.26513599104615
2022-05-11,18,11.4554975507497
2022-05-11,19,12.876268075061446
2022-05-11,20,14.002815934365074
2022-05-11,21,14.596290700924943
2022-05-11,22,15.105721202442252
2022-05-11,23,15.825114099922619
2022-05-12,0,16.499922847695647
2022-05-12,1,16.837619901929436
2022-05-12,2,17.50029135826656
2022-05-12,3,19.60719720363013
2022-05-12,4,23.40360992945799
2022-05-12,5,21.817301118880952
2022-05-12,6,16.79206932163296
2022-05-12,7,12.53509070472941
2022-05-12,8,11.514807078841217
2022-05-12,9,12.041822720921054
2022-05-12,10,12.271795614128065
2022-05-12,11,12.259821716126629
2022-05-12,12,12.262590370384892
2022-05-12,13,12.128061522133615
2022-05-12,14,10.8400656852757
2022-05-12,15,10.165870780537396
2022-05-12,16,9.969632576446742
2022-05-12,17,10.279103448820782
2022-05-12,18,11.165127909817514
2022-05-12,19,12.391202986733623
2022-05-12,20,13.368642664889581
2022-05-12,21,14.067888048381924
2022-05-12,22,14.51166567906279
2022-05-12,23,15.508147740623405
2022-05-13,0,16.102261220132753
2022-05-13,1,16.50556102801184
2022-05-13,2,17.082025068511044
2022-05-13,3,19.084079597336792
2022-05-13,4,22.526335604924714
2022-05-13,5,21.823317422658224
2022-05-13,6,17.40483875977673
2022-05-13,7,13.368632533950235
2022-05-13,8,12.420537567171998
2022-05-13,9,12.937682039445354
2022-05-13,10,12.681089310112853
2022-05-13,11,12.015736791501306
2022-05-13,12,12.166253128693468
2022-05-13,13,11.737415884723276
2022-05-13,14,10.418720776766648
2022-05-13,15,9.722468392719152
2022-05-13,16,9.72629340412448
2022-05-13,17,10.076705335415438
2022-05-13,18,10.678136363445814
2022-05-13,19,11.40466194203387
2022-05-13,20,12.386521942760918
2022-05-13,21,13.578469763628847
2022-05-13,22,13.708722682155075
2022-05-13,23,14.212442138708724
2022-05-14,0,14.846775285308306
2022-05-14,1,15.415899168700632
2022-05-14,2,16.03541661965737
2022-05-14,3,17.17483155660478
2022-05-14,4,19.631666506571474
2022-05-14,5,21.933802493157017
2022-05-14,6,21.255332064842367
2022-05-14,7,19.300795311855836
2022-05-14,8,17.351800003886407
2022-05-14,9,15.611553748119954
2022-05-14,10,14.348675573907743
2022-05-14,11,13.314617071675967
2022-05-14,12,12.451214675027558
2022-05-14,13,11.975285077561242
2022-05-14,14,11.862014001172078
2022-05-14,15,10.78763407464198
2022-05-14,16,10.273675744980002
2022-05-14,17,10.490997232255486
2022-05-14,18,10.845388444117741
2022-05-14,19,11.520868241117304
2022-05-14,20,12.503955026894213
2022-05-14,21,13.22610457224977
2022-05-14,22,13.18549296505249
2022-05-14,23,12.874619280935173
2022-05-15,0,14.363467697120559
2022-05-15,1,15.344161660208744
2022-05-15,2,15.973546367523985
2022-05-15,3,17.00149381286437
2022-05-15,4,19.497979020001644
2022-05-15,5,22.29167145586076
2022-05-15,6,22.430783960287187
2022-05-15,7,21.314911086875348
2022-05-15,8,19.309906937981324
2022-05-15,9,17.525164733107058
2022-05-15,10,15.966103522830972
2022-05-15,11,14.689036427125693
2022-05-15,12,13.58537287565249
2022-05-15,13,13.09696351251462
2022-05-15,14,12.79179627223647
2022-05-15,15,12.701593655440963
2022-05-15,16,12.640847635715211
2022-05-15,17,12.670304211696513
2022-05-15,18,12.81834275801666
2022-05-15,19,13.483074509849027
2022-05-15,20,13.713540820764088
2022-05-15,21,14.668638196815788
2022-05-15,22,15.659188475195466
2022-05-15,23,17.36766421635489
2022-05-16,0,18.84066192706335
2022-05-16,1,18.446798138257584
2022-05-16,2,18.57005567889047
2022-05-16,3,20.691935751544662
2022-05-16,4,24.089590439526106
2022-05-16,5,21.87098296379172
2022-05-16,6,17.046265998650615
2022-05-16,7,13.29489466714625
2022-05-16,8,12.210048095269551
2022-05-16,9,12.717272272145527
2022-05-16,10,12.791651073937453
2022-05-16,11,12.611845782463043
2022-05-16,12,12.721732439358094
2022-05-16,13,12.015367881155845
2022-05-16,14,11.380655670252601
2022-05-16,15,10.919665161389734
2022-05-16,16,10.891522198814128
2022-05-16,17,10.964410924056729
2022-05-16,18,11.528803128617975
2022-05-16,19,13.014427800587486
2022-05-16,20,14.086114098264597
2022-05-16,21,15.222196523314148
2022-05-16,22,15.874563330488211
2022-05-16,23,16.369549473491222
2022-05-17,0,17.433242951888538
2022-05-17,1,19.115211236414876
2022-05-17,2,18.78661458788381
2022-05-17,3,20.563281898259437
2022-05-17,4,23.43625219894287
2022-05-17,5,21.80132432406997
2022-05-17,6,16.325230875608664
2022-05-17,7,12.257038558425437
2022-05-17,8,11.1873252343546
2022-05-17,9,11.660551580815941
2022-05-17,10,11.849645158950803
2022-05-17,11,11.78792856616522
2022-05-17,12,11.670544412335326
2022-05-17,13,11.429841888793066
2022-05-17,14,10.508806495726137
2022-05-17,15,9.938519835986032
2022-05-17,16,9.673270348309666
2022-05-17,17,9.775308092251148
2022-05-17,18,10.682040709578857
2022-05-17,19,12.286012967042014
2022-05-17,20,13.458787932312664
2022-05-17,21,14.258473660261124
2022-05-17,22,14.984608334107616
2022-05-17,23,15.522480903619622
2022-05-18,0,16.602874398029417
2022-05-18,1,17.371581377819155
2022-05-18,2,18.043036016289424
2022-05-18,3,20.239745490151
2022-05-18,4,23.267149673130355
2022-05-18,5,21.567422376252054
2022-05-18,6,16.186133379551016
2022-05-18,7,12.210468418716642
2022-05-18,8,11.33826398523704
2022-05-18,9,11.648307502463245
2022-05-18,10,11.718767462771348
2022-05-18,11,11.398242325118902
2022-05-18,12,11.387589909524625
2022-05-18,13,11.236532369261226
2022-05-18,14,10.181423532226383
2022-05-18,15,9.478737126065832
2022-05-18,16,9.285019392490648
2022-05-18,17,9.482007992191377
2022-05-18,18,10.346764494191332
2022-05-18,19,11.53043513917992
2022-05-18,20,12.714528193279623
2022-05-18,21,13.833501388598528
2022-05-18,22,14.53904511274468
2022-05-18,23,15.247804352706707
2022-05-19,0,15.728600432374709
2022-05-19,1,16.402708588423092
2022-05-19,2,16.589228273296648
2022-05-19,3,18.775777901928077
2022-05-19,4,21.459264712537188
2022-05-19,5,19.10972136968112
2022-05-19,6,15.057007213173305
2022-05-19,7,11.781491978595477
2022-05-19,8,10.690488371163571
2022-05-19,9,10.91597489661594
2022-05-19,10,11.205557292768258
2022-05-19,11,11.454213724482505
2022-05-19,12,11.518538508275979
2022-05-19,13,11.395586544544777
2022-05-19,14,10.384937753188625
2022-05-19,15,9.813302473719986
2022-05-19,16,9.541496708282498
2022-05-19,17,9.615245568674236
2022-05-19,18,10.472839188473605
2022-05-19,19,11.715860655224912
2022-05-19,20,12.705325041574243
2022-05-19,21,13.5385817677642
2022-05-19,22,14.06828277086485
2022-05-19,23,14.682794950126285
2022-05-20,0,15.568488353139829
2022-05-20,1,16.360504348258537
2022-05-20,2,17.14327963272869
2022-05-20,3,19.511415023123515
2022-05-20,4,23.25585757110536
2022-05-20,5,21.625102219910666
2022-05-20,6,17.256486301641555
2022-05-20,7,13.30963350336361
2022-05-20,8,12.296726407523767
2022-05-20,9,12.642162954566258
2022-05-20,10,12.362497622888943
2022-05-20,11,11.873567839618746
2022-05-20,12,11.813950949104413
2022-05-20,13,11.382547395215079
2022-05-20,14,10.16921561594969
2022-05-20,15,9.47557721077748
2022-05-20,16,9.125355446222024
2022-05-20,17,8.643570018219926
2022-05-20,18,9.701993657281633
2022-05-20,19,10.856629349785122
2022-05-20,20,12.145844412806982
2022-05-20,21,13.36572914812326
2022-05-20,22,13.8796604277122
2022-05-20,23,14.17892864501643
2022-05-21,0,14.92684772628215
2022-05-21,1,15.55044529675525
2022-05-21,2,16.1354537699619
2022-05-21,3,17.636429906363233
2022-05-21,4,19.822432423076414
2022-05-21,5,21.413187226294646
2022-05-21,6,21.372533820776315
2022-05-21,7,19.36384647030076
2022-05-21,8,17.43747905079831
2022-05-21,9,15.470438725420758
2022-05-21,10,13.79334958274911
2022-05-21,11,12.697581832132952
2022-05-21,12,12.058961398361959
2022-05-21,13,11.74482524575821
2022-05-21,14,11.386580704393186
2022-05-21,15,11.303837201084455
2022-05-21,16,11.219380610414158
2022-05-21,17,11.287844829313345
2022-05-21,18,11.406520499521973
2022-05-21,19,11.727485612790936
2022-05-21,20,12.292841373276653
2022-05-21,21,12.722182783075317
2022-05-21,22,13.015783799354258
2022-05-21,23,13.469046469597295
2022-05-22,0,14.723925135714014
2022-05-22,1,15.64693382405236
2022-05-22,2,16.502163741629072
2022-05-22,3,17.85562724224001
2022-05-22,4,19.93437899510017
2022-05-22,5,22.164254916801347
2022-05-22,6,22.796700778131594
2022-05-22,7,21.22728709255456
2022-05-22,8,19.452216464621237
2022-05-22,9,17.361731334400247
2022-05-22,10,15.418188045879715
2022-05-22,11,14.022055272963918
2022-05-22,12,13.273173139972743
2022-05-22,13,12.635842167502947
2022-05-22,14,12.34307840598452
2022-05-22,15,12.188096939679207
2022-05-22,16,12.279071026416887
2022-05-22,17,12.73912058616608
2022-05-22,18,13.033668655258378
2022-05-22,19,13.305637578640255
2022-05-22,20,14.510424875249361
2022-05-22,21,15.140718672053103
2022-05-22,22,16.43539179221131
2022-05-22,23,18.090788826681205
2022-05-23,0,18.360171720129483
2022-05-23,1,17.997826912030664
2022-05-23,2,18.350627629718517
2022-05-23,3,21.035979404328412
2022-05-23,4,24.584333675071996
2022-05-23,5,21.567188962417617
2022-05-23,6,17.14514342333626
2022-05-23,7,13.468303878684562
2022-05-23,8,12.597539968564693
2022-05-23,9,12.703747669226566
2022-05-23,10,12.686076902664853
2022-05-23,11,12.858657004156875
2022-05-23,12,12.686949080128308
2022-05-23,13,12.30041593769366
2022-05-23,14,11.346890679590006
2022-05-23,15,10.633013251960756
2022-05-23,16,10.474396451911819
2022-05-23,17,10.9316150968414
2022-05-23,18,12.11470367186669
2022-05-23,19,13.862115853756086
2022-05-23,20,14.67940871656793
2022-05-23,21,15.20631919948002
2022-05-23,22,16.17293678963654
2022-05-23,23,16.80205929995398
2022-05-24,0,17.23109940912201
2022-05-24,1,17.598056366986004
2022-05-24,2,18.081151353764234
2022-05-24,3,20.486736782527686
2022-05-24,4,23.710736248496747
2022-05-24,5,21.34825305337438
2022-05-24,6,16.216939154783624
2022-05-24,7,12.266355879082708
2022-05-24,8,11.150668034487282
2022-05-24,9,11.756624519559312
2022-05-24,10,12.02486642741481
2022-05-24,11,12.049047879567793
2022-05-24,12,11.966369289508009
2022-05-24,13,11.768915400689043
2022-05-24,14,10.751735408545152
2022-05-24,15,10.127358909843752
2022-05-24,16,9.928683642394914
2022-05-24,17,9.962123425903354
2022-05-24,18,10.907415468083478
2022-05-24,19,12.523002710359622
2022-05-24,20,14.000867113141418
2022-05-24,21,14.50758692815721
2022-05-24,22,15.036566493723964
2022-05-24,23,15.974962049378105
2022-05-25,0,16.664957637513815
2022-05-25,1,17.102208201485148
2022-05-25,2,17.53616920169987
2022-05-25,3,20.75539096347525
2022-05-25,4,23.89278210435015
2022-05-25,5,21.04340479384692
2022-05-25,6,16.152229006764927
2022-05-25,7,12.266536618781497
2022-05-25,8,11.193189364402937
2022-05-25,9,11.697215569389492
2022-05-25,10,11.920643235586988
2022-05-25,11,11.769254090158944
2022-05-25,12,11.67938925534329
2022-05-25,13,11.235119462150678
2022-05-25,14,10.38005002543582
2022-05-25,15,9.718607438133052
2022-05-25,16,9.528101526552701
2022-05-25,17,9.734129948426693
2022-05-25,18,10.593627938710787
2022-05-25,19,11.984559316273751
2022-05-25,20,13.308709507212836
2022-05-25,21,14.154242051868584
2022-05-25,22,14.801053343814344
2022-05-25,23,15.323833915251573
2022-05-26,0,16.320947054585144
2022-05-26,1,16.779368570759903
2022-05-26,2,17.611128752579862
2022-05-26,3,20.00807728752828
2022-05-26,4,23.310547213503185
2022-05-26,5,21.305835003612334
2022-05-26,6,16.456621633407472
2022-05-26,7,12.402125186300221
2022-05-26,8,11.559709077559233
2022-05-26,9,12.024435147121947
2022-05-26,10,12.138721230651495
2022-05-26,11,12.070511694061288
2022-05-26,12,11.89981514368399
2022-05-26,13,11.512714428379924
2022-05-26,14,10.338260173824175
2022-05-26,15,9.741654488999194
2022-05-26,16,9.667500272917893
2022-05-26,17,10.000114499407196
2022-05-26,18,11.009628943851148
2022-05-26,19,12.071535924740433
2022-05-26,20,13.134568314753206
2022-05-26,21,14.015916226979986
2022-05-26,22,14.548746727104856
2022-05-26,23,15.09123765924713
2022-05-27,0,15.80509135663457
2022-05-27,1,16.236474880125602
2022-05-27,2,17.174003683403495
2022-05-27,3,19.162986716759093
2022-05-27,4,22.953491402459907
2022-05-27,5,22.233098850145947
2022-05-27,6,17.598406996167004
2022-05-27,7,13.93279691693377
2022-05-27,8,13.110095071783
2022-05-27,9,13.538056381711222
2022-05-27,10,13.289424477232314
2022-05-27,11,12.76356327937455
2022-05-27,12,12.352491856971463
2022-05-27,13,11.630917138198512
2022-05-27,14,10.4587947088011
2022-05-27,15,10.004493887771087
2022-05-27,16,9.947364677614912
2022-05-27,17,9.829613498205985
2022-05-27,18,11.289685030505638
2022-05-27,19,12.609323754554811
2022-05-27,20,13.568135370777737
2022-05-27,21,14.273852346678414
2022-05-27,22,14.707103751711347
2022-05-27,23,15.00708821800879
2022-05-28,0,15.171813522177205
2022-05-28,1,15.496507519393589
2022-05-28,2,16.684677525410642
2022-05-28,3,18.336904587177692
2022-05-28,4,20.601931494532508
2022-05-28,5,22.57193109287208
2022-05-28,6,21.826942621077198
2022-05-28,7,20.091319347562486
2022-05-28,8,18.038671718832468
2022-05-28,9,16.37893994127083
2022-05-28,10,15.022509520817287
2022-05-28,11,14.106199041949399
2022-05-28,12,12.549823575141827
2022-05-28,13,12.52348943137576
2022-05-28,14,13.165261035205702
2022-05-28,15,13.581723361314376
2022-05-28,16,13.424185360072665
2022-05-28,17,13.687154590096508
2022-05-28,18,13.593067901962565
2022-05-28,19,13.660983036658788
2022-05-28,20,13.564779641429894
2022-05-28,21,13.9619146906602
2022-05-28,22,14.418810381043086
2022-05-28,23,14.847437438946267
2022-05-29,0,15.811899652493153
2022-05-29,1,16.38105563872905
2022-05-29,2,17.06491156269339
2022-05-29,3,18.061397283502995
2022-05-29,4,20.10301648940538
2022-05-29,5,22.107560340792727
2022-05-29,6,22.651794181529567
2022-05-29,7,21.36450032849446
2022-05-29,8,19.17444878942075
2022-05-29,9,17.38308054564031
2022-05-29,10,16.03025337398752
2022-05-29,11,15.031142467681768
2022-05-29,12,14.339936870733014
2022-05-29,13,13.829472883736733
2022-05-29,14,13.497679237339412
2022-05-29,15,13.531329777945821
2022-05-29,16,13.551634179060718
2022-05-29,17,13.731369400476524
2022-05-29,18,13.92296544937301
2022-05-29,19,14.01628647631093
2022-05-29,20,15.115495874960326
2022-05-29,21,15.34804427137627
2022-05-29,22,15.780400913474645
2022-05-29,23,17.044302357494622
2022-05-30,0,16.874870386587286
2022-05-30,1,17.472989307455865
2022-05-30,2,17.76462750651283
2022-05-30,3,19.65042775783074
2022-05-30,4,22.350204458935377
2022-05-30,5,23.915109985790988
2022-05-30,6,22.6134161555483
2022-05-30,7,21.087785834179698
2022-05-30,8,19.377627831137108
2022-05-30,9,18.11070488937505
2022-05-30,10,17.01795974337595
2022-05-30,11,16.98555641984928
2022-05-30,12,15.768149528385495
2022-05-30,13,15.942745168190385
2022-05-30,14,14.680182235167111
2022-05-30,15,14.650179837523487
2022-05-30,16,14.740377483659248
2022-05-30,17,15.67572273786655
2022-05-30,18,14.939106643288651
2022-05-30,19,15.104678621478762
2022-05-30,20,14.98614231308709
2022-05-30,21,15.12776836829169
2022-05-30,22,16.0791801219163
2022-05-30,23,17.71084586553299
2022-05-31,0,18.24144969746907
2022-05-31,1,18.51783394584977
2022-05-31,2,18.750890768763252
2022-05-31,3,21.18847283499793
2022-05-31,4,24.23151642638643
2022-05-31,5,21.802478577352083
2022-05-31,6,16.69652850841338
2022-05-31,7,12.470625067454112
2022-05-31,8,11.422029484813548
2022-05-31,9,12.097017585221376
2022-05-31,10,12.272817756236583
2022-05-31,11,12.17148083653744
2022-05-31,12,12.183577393260505
2022-05-31,13,11.881657075796781
2022-05-31,14,10.76171441758326
2022-05-31,15,9.929747497758637
2022-05-31,16,9.7841991670765
2022-05-31,17,10.25573473287954
2022-05-31,18,11.423530378795592
2022-05-31,19,12.957238984278218
2022-05-31,20,14.174258123718268
2022-05-31,21,14.813810999472409
2022-05-31,22,15.429318228736784
2022-05-31,23,16.584170237260402
2022-06-01,0,16.883850077346526
2022-06-01,1,17.389793743499965
2022-06-01,2,18.172797421943418
2022-06-01,3,20.536758903412906
2022-06-01,4,23.428659018624295
2022-06-01,5,21.247784722629973
2022-06-01,6,16.3755802041882
2022-06-01,7,12.295611854750971
2022-06-01,8,11.167655800932256
2022-06-01,9,11.790329980957424
2022-06-01,10,12.027197934924704
2022-06-01,11,11.994943142094975
2022-06-01,12,11.708868328029487
2022-06-01,13,11.536569918615804
2022-06-01,14,10.527307313908459
2022-06-01,15,9.918641577007827
2022-06-01,16,9.359031776388385
2022-06-01,17,8.85432076174641
2022-06-01,18,10.081259269533549
2022-06-01,19,11.100972271144604
2022-06-01,20,11.522228204830387
2022-06-01,21,13.309467309653122
2022-06-01,22,13.352247497415192
2022-06-01,23,14.861916623035887
2022-06-02,0,16.37563190891241
2022-06-02,1,17.686339157777418
2022-06-02,2,18.847944861229674
2022-06-02,3,20.32755807413762
2022-06-02,4,22.165914345329334
2022-06-02,5,21.188745059928728
2022-06-02,6,16.427004260549197
2022-06-02,7,12.274537699866524
2022-06-02,8,11.192907800611295
2022-06-02,9,11.702323969303094
2022-06-02,10,11.819087106967437
2022-06-02,11,11.79446449687118
2022-06-02,12,11.694251076910561
2022-06-02,13,11.626407348874912
2022-06-02,14,10.489576413035577
2022-06-02,15,9.70480904700282
2022-06-02,16,8.571913825792953
2022-06-02,17,8.969269611776884
2022-06-02,18,10.378825869015326
2022-06-02,19,11.982141735759319
2022-06-02,20,13.28428947981018
2022-06-02,21,14.282357932502105
2022-06-02,22,14.924741971595006
2022-06-02,23,15.622042324038508
2022-06-03,0,16.34389383268096
2022-06-03,1,16.251005426626183
2022-06-03,2,16.984823320790728
2022-06-03,3,18.81016900727822
2022-06-03,4,22.30621408502936
2022-06-03,5,21.616776744795832
2022-06-03,6,17.029601278396704
2022-06-03,7,13.244690595825178
2022-06-03,8,12.275949817628327
2022-06-03,9,12.753297131755494
2022-06-03,10,12.618307614549918
2022-06-03,11,12.079602415438467
2022-06-03,12,11.744177393195383
2022-06-03,13,11.282907861594355
2022-06-03,14,10.166029812611507
2022-06-03,15,9.574345195199717
2022-06-03,16,9.585274929279391
